"Normals:0","Normals:1","Normals:2","Points:0","Points:1","Points:2"
-0.99419,-0.10762,0,-0.03956,0.011456,0.4
-0.99619,-0.087156,0,-0.039725,0.013349,0.4
-0.99619,-0.087156,0,-0.039894,0.015277,0.4
-0.99619,-0.087156,0,-0.040066,0.017238,0.4
-0.99619,-0.087156,0,-0.04024,0.019226,0.4
-0.99619,-0.087155,0,-0.040415,0.021237,0.4
-0.99619,-0.087156,0,-0.040593,0.023266,0.4
-0.99619,-0.087155,0,-0.040772,0.025309,0.4
-0.99619,-0.087155,0,-0.040951,0.02736,0.4
-0.99619,-0.087156,0,-0.041131,0.029414,0.4
-0.99619,-0.087155,0,-0.04131,0.031465,0.4
-0.99619,-0.087156,0,-0.041489,0.03351,0.4
-0.99619,-0.087155,0,-0.041667,0.035542,0.4
-0.99619,-0.087155,0,-0.041843,0.037556,0.4
-0.98891,-0.14855,0,-0.042018,0.039549,0.4
-0.94456,-0.32833,0,-0.042222,0.040502,0.4
-0.83547,-0.54953,0,-0.042652,0.041375,0.4
-0.67557,-0.73729,0,-0.043284,0.042117,0.4
-0.47458,-0.88021,0,-0.044078,0.042682,0.4
-0.24474,-0.96959,0,-0.044986,0.043034,0.4
-0.061794,-0.99809,0,-0.045953,0.043155,0.4
0,-1,0,-0.048096,0.043155,0.4
0,-1,0,-0.050132,0.043155,0.4
0,-1,0,-0.052075,0.043155,0.4
0,-1,0,-0.053938,0.043155,0.4
0,-1,0,-0.055734,0.043155,0.4
0,-1,0,-0.057473,0.043155,0.4
0,-1,0,-0.059169,0.043155,0.4
0,-1,0,-0.060832,0.043155,0.4
0,-1,0,-0.062473,0.043155,0.4
0,-1,0,-0.0048084,-0.0028464,0.39532
0,-1,0,-0.004248,-0.0028464,0.39469
0,-1,0,-0.0036215,-0.0028464,0.39413
0,-1,0,-0.0029363,-0.0028464,0.39365
0,-1,0,-0.0022007,-0.0028464,0.39324
0,-1,0,-0.0014246,-0.0028464,0.39292
0,-1,0,-0.00061757,-0.0028464,0.39269
0,-1,0,0.00021044,-0.0028464,0.39255
0,-1,0,-0.065658,0.047155,0.4
0,-1,0,-0.067214,0.047155,0.4
0,-1,0,-0.068769,0.047155,0.4
0,-1,0,-0.070325,0.047155,0.4
0,-1,0,-0.07188,0.047155,0.4
0,-1,0,-0.073436,0.047155,0.4
0,-1,0,-0.074991,0.047155,0.4
0,-1,0,-0.076547,0.047155,0.4
0,-1,0,-0.064103,0.047155,0.39513
0,-1,0,-0.064103,0.047155,0.39425
0,-1,0,-0.064103,0.047155,0.39338
0,-1,0,-0.0062954,-0.0028464,0.396
0,-1,0,-0.0073135,-0.0028464,0.396
0,-1,0,-0.0083537,-0.0028464,0.396
0,-1,0,-0.0094203,-0.0028464,0.396
0,-1,0,-0.010518,-0.0028464,0.396
0,-1,0,-0.011651,-0.0028464,0.396
0,-1,0,-0.012826,-0.0028464,0.396
0,-1,0,-0.01405,-0.0028464,0.396
0,-1,0,-0.015328,-0.0028464,0.396
0,-1,0,-0.016671,-0.0028464,0.396
0.00029826,-1,0,-0.018086,-0.0028464,0.396
-0.019329,-0.99981,0,-0.019504,-0.0028473,0.396
-0.081617,-0.99666,0,-0.020903,-0.0027923,0.396
-0.16584,-0.98615,0,-0.022242,-0.0026252,0.396
-0.24957,-0.96836,0,-0.023586,-0.00234,0.396
-0.33282,-0.94299,0,-0.024924,-0.0019329,0.396
-0.4146,-0.91,0,-0.026236,-0.0014038,0.396
-0.49392,-0.86951,0,-0.027512,-0.00075296,0.396
-0.56991,-0.82171,0,-0.028731,1.4023e-05,0.396
-0.64162,-0.76702,0,-0.029884,0.00089277,0.396
-0.70819,-0.70602,0,-0.030953,0.001872,0.396
-0.76889,-0.63938,0,-0.031928,0.0029433,0.396
-0.82315,-0.56783,0,-0.032799,0.0040917,0.396
-0.87041,-0.49232,0,-0.033558,0.0053054,0.396
-0.91039,-0.41374,0,-0.0342,0.0065671,0.396
-0.94292,-0.33303,0,-0.034722,0.0078641,0.396
-0.96795,-0.25116,0,-0.035123,0.0091786,0.396
-0.98576,-0.16817,0,-0.035406,0.010498,0.396
-0.99432,-0.10646,0,-0.035583,0.011887,0.396
-0.99621,-0.086924,0,-0.035741,0.013698,0.396
-0.99619,-0.087156,0,-0.035909,0.015626,0.396
-0.99619,-0.087156,0,-0.036081,0.017587,0.396
-0.99619,-0.087156,0,-0.036255,0.019575,0.396
-0.99619,-0.087156,0,-0.036431,0.021586,0.396
-0.99619,-0.087156,0,-0.036608,0.023615,0.396
-0.99619,-0.087155,0,-0.036787,0.025658,0.396
-0.99619,-0.087155,0,-0.036966,0.027708,0.396
-0.99619,-0.087156,0,-0.037146,0.029762,0.396
-0.99619,-0.087155,0,-0.037326,0.031814,0.396
-0.99619,-0.087156,0,-0.037504,0.033858,0.396
-0.99619,-0.087156,0,-0.037682,0.03589,0.396
-0.99605,-0.08885,0,-0.037858,0.037905,0.396
-0.98763,-0.15682,0,-0.038062,0.040143,0.396
-0.94235,-0.33463,0,-0.038443,0.041815,0.396
-0.83548,-0.54953,0,-0.03931,0.043573,0.396
-0.67557,-0.73729,0,-0.040582,0.045066,0.396
-0.47458,-0.88021,0,-0.04218,0.046202,0.396
-0.25121,-0.96793,0,-0.044007,0.046913,0.396
-0.070042,-0.99754,0,-0.045705,0.047147,0.396
-0.0015991,-1,0,-0.048096,0.047155,0.396
0,-1,0,-0.050132,0.047155,0.396
0,-1,0,-0.052075,0.047155,0.396
0,-1,0,-0.053938,0.047155,0.396
0,-1,0,-0.055734,0.047155,0.396
0,-1,0,-0.057473,0.047155,0.396
0,-1,0,-0.059169,0.047155,0.396
0,-1,0,-0.060832,0.047155,0.396
0,-1,0,-0.062473,0.047155,0.396
0,-0.99999,-0.0036304,-0.0062954,-0.0028464,0.3925
0,-0.99999,-0.0036304,-0.0073135,-0.0028464,0.3925
0,-0.99999,-0.0036304,-0.0083537,-0.0028464,0.3925
